"ITEM","Item","BANK","Bank","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2001","2001",5.396,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2002","2002",8.722,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2003","2003",6.513,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2004","2004",12.011,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2005","2005",5.592,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2006","2006",13.718,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2007","2007",35.475,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2008","2008",124.913,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","EST","Estonia","2009","2009",542.225,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVN","Slovenia","2002","2002",188.636,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVN","Slovenia","2003","2003",129.685,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVN","Slovenia","2004","2004",144.133,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVN","Slovenia","2005","2005",139.736,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVN","Slovenia","2006","2006",137.234,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVN","Slovenia","2007","2007",165.385,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVN","Slovenia","2008","2008",278.428,,
"IN08AE","8.a. Provisions on loans","ALL","All banks","SVN","Slovenia","2009","2009",571.827,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","1999","1999",-257.335,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","2000","2000",-443.45,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","2001","2001",-923.454,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","2002","2002",-10.61,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","2003","2003",-45,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","2004","2004",-1151,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","2005","2005",-408,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","2006","2006",-2850,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","2007","2007",101,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","AUT","Austria","2008","2008",5721,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","1999","1999",-22.069,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2000","2000",200.002,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2001","2001",137.509,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2002","2002",297.816,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2003","2003",-122.909,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2004","2004",-130.549,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2005","2005",-47.418,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2006","2006",-18.963,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2007","2007",2491.567,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2008","2008",5244.665,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","BEL","Belgium","2009","2009",634.268,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","1999","1999",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2000","2000",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2001","2001",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2002","2002",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2003","2003",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2004","2004",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2005","2005",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2006","2006",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2007","2007",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2008","2008",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CAN","Canada","2009","2009",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CZE","Czech Republic","1999","1999",-294.34,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CZE","Czech Republic","2000","2000",-7370.66,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CZE","Czech Republic","2001","2001",1422.73,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","1999","1999",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2000","2000",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2001","2001",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2002","2002",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2003","2003",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2004","2004",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2005","2005",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2006","2006",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2007","2007",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2008","2008",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FIN","Finland","2009","2009",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","FRA","France","1999","1999",-1892.65,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","1999","1999",1.2,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2000","2000",1.7,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2001","2001",0.7,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2002","2002",3,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2003","2003",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2004","2004",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2005","2005",11.361,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2006","2006",3.903,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2007","2007",2.766,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2008","2008",812.263,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","IRL","Ireland","2009","2009",560.896,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","1999","1999",1891,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","2000","2000",463,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","2001","2001",949,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","2002","2002",545,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","2003","2003",143,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","2004","2004",-605,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","2005","2005",-349,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","2006","2006",392.12,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","2007","2007",807.98,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","2008","2008",2778.03,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ITA","Italy","2009","2009",1098.61,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","MEX","Mexico","2000","2000",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","MEX","Mexico","2001","2001",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","MEX","Mexico","2002","2002",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","MEX","Mexico","2003","2003",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","MEX","Mexico","2004","2004",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","MEX","Mexico","2005","2005",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","MEX","Mexico","2006","2006",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","MEX","Mexico","2007","2007",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","MEX","Mexico","2008","2008",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","MEX","Mexico","2009","2009",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NLD","Netherlands","1999","1999",33.371,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NLD","Netherlands","2000","2000",-34.965,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NLD","Netherlands","2001","2001",96.48,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NLD","Netherlands","2002","2002",455.937,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NLD","Netherlands","2003","2003",4.052,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NLD","Netherlands","2004","2004",-14.889,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NLD","Netherlands","2005","2005",29.178,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NLD","Netherlands","2006","2006",10,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NLD","Netherlands","2007","2007",685,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NOR","Norway","1999","1999",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NOR","Norway","2000","2000",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NOR","Norway","2001","2001",10,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NOR","Norway","2002","2002",37,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NOR","Norway","2003","2003",4,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NOR","Norway","2004","2004",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NOR","Norway","2005","2005",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NOR","Norway","2006","2006",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NOR","Norway","2007","2007",3,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NOR","Norway","2008","2008",10,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","NOR","Norway","2009","2009",7,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","POL","Poland","1999","1999",292,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","POL","Poland","2000","2000",307,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","POL","Poland","2001","2001",322,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","POL","Poland","2002","2002",409,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","POL","Poland","2003","2003",57,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","POL","Poland","2004","2004",240.701,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","POL","Poland","2005","2005",24.615,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","POL","Poland","2006","2006",-31.388,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","POL","Poland","2007","2007",4.329,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","POL","Poland","2008","2008",-17.893,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","POL","Poland","2009","2009",13.953,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ESP","Spain","1999","1999",801,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ESP","Spain","2000","2000",551,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ESP","Spain","2001","2001",3375,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ESP","Spain","2002","2002",3403,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ESP","Spain","2003","2003",390,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ESP","Spain","2004","2004",79,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ESP","Spain","2005","2005",65,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ESP","Spain","2006","2006",210,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ESP","Spain","2007","2007",1409,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ESP","Spain","2008","2008",1875,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","ESP","Spain","2009","2009",5312,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","SWE","Sweden","2002","2002",2370,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","SWE","Sweden","2003","2003",2765,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","SWE","Sweden","2004","2004",1597,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","SWE","Sweden","2005","2005",3123,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","SWE","Sweden","2006","2006",108,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","SWE","Sweden","2007","2007",138,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","SWE","Sweden","2008","2008",5196,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","SWE","Sweden","2009","2009",8307,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CHL","Chile","1999","1999",3079.789,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CHL","Chile","2000","2000",2508.543,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CHL","Chile","2001","2001",4577.421,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CHL","Chile","2002","2002",4660.894,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CHL","Chile","2003","2003",7023.582,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CHL","Chile","2004","2004",12678.968,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CHL","Chile","2005","2005",2895.047,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CHL","Chile","2006","2006",4799.309,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","CHL","Chile","2007","2007",2747.316,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","EST","Estonia","1999","1999",-3.337,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","EST","Estonia","2000","2000",8.287,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","EST","Estonia","2001","2001",4.749,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","EST","Estonia","2002","2002",0.319,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","EST","Estonia","2003","2003",0.175,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","EST","Estonia","2004","2004",0.27,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","EST","Estonia","2005","2005",0.019,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","EST","Estonia","2006","2006",-0.484,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","EST","Estonia","2007","2007",0,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","EST","Estonia","2008","2008",0.006,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","EST","Estonia","2009","2009",217.595,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","SVN","Slovenia","2007","2007",2.125,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","SVN","Slovenia","2008","2008",120.755,,
"IN08BE","8.b. Provisions on securities","ALL","All banks","SVN","Slovenia","2009","2009",49.88,,
"IN08CE","8.c. Other net provisions","ALL","All banks","BEL","Belgium","1999","1999",317.745,,
"IN08CE","8.c. Other net provisions","ALL","All banks","BEL","Belgium","2000","2000",48.677,,
"IN08CE","8.c. Other net provisions","ALL","All banks","BEL","Belgium","2001","2001",83.435,,
"IN08CE","8.c. Other net provisions","ALL","All banks","BEL","Belgium","2002","2002",-282.466,,
"IN08CE","8.c. Other net provisions","ALL","All banks","BEL","Belgium","2003","2003",-168.536,,
"IN08CE","8.c. Other net provisions","ALL","All banks","BEL","Belgium","2004","2004",-160.326,,
"IN08CE","8.c. Other net provisions","ALL","All banks","BEL","Belgium","2005","2005",-210.258,,
"IN08CE","8.c. Other net provisions","ALL","All banks","BEL","Belgium","2006","2006",200.209,,
"IN08CE","8.c. Other net provisions","ALL","All banks","BEL","Belgium","2007","2007",-195.348,,
"IN08CE","8.c. Other net provisions","ALL","All banks","BEL","Belgium","2008","2008",413.577,,
"IN08CE","8.c. Other net provisions","ALL","All banks","BEL","Belgium","2009","2009",3085.417,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CAN","Canada","1999","1999",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CAN","Canada","2000","2000",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CAN","Canada","2001","2001",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CAN","Canada","2002","2002",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CAN","Canada","2003","2003",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CAN","Canada","2004","2004",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CAN","Canada","2005","2005",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CAN","Canada","2006","2006",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CAN","Canada","2007","2007",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CAN","Canada","2008","2008",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CAN","Canada","2009","2009",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CZE","Czech Republic","1999","1999",450.18,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CZE","Czech Republic","2000","2000",-14053.36,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CZE","Czech Republic","2001","2001",-1163.41,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FIN","Finland","1999","1999",-53.325,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FIN","Finland","2000","2000",110.925,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FIN","Finland","2001","2001",92.049,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FIN","Finland","2002","2002",119.78,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FIN","Finland","2003","2003",174.297,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FIN","Finland","2004","2004",197.497,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FIN","Finland","2005","2005",155.188,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FIN","Finland","2006","2006",306.145,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FIN","Finland","2007","2007",304.948,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FIN","Finland","2008","2008",242.657,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FIN","Finland","2009","2009",168.825,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FRA","France","1999","1999",755.23,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FRA","France","2000","2000",1469.91,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FRA","France","2001","2001",2289,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FRA","France","2002","2002",822,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FRA","France","2003","2003",713,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FRA","France","2004","2004",32.064,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FRA","France","2005","2005",-2663.191,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FRA","France","2006","2006",446.768,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FRA","France","2007","2007",274.383,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FRA","France","2008","2008",208.377,,
"IN08CE","8.c. Other net provisions","ALL","All banks","FRA","France","2009","2009",594.2,,
"IN08CE","8.c. Other net provisions","ALL","All banks","DEU","Germany","1999","1999",-2556,,
"IN08CE","8.c. Other net provisions","ALL","All banks","DEU","Germany","2000","2000",-469,,
"IN08CE","8.c. Other net provisions","ALL","All banks","DEU","Germany","2001","2001",-3905,,
"IN08CE","8.c. Other net provisions","ALL","All banks","DEU","Germany","2002","2002",-8043,,
"IN08CE","8.c. Other net provisions","ALL","All banks","DEU","Germany","2003","2003",4938,,
"IN08CE","8.c. Other net provisions","ALL","All banks","DEU","Germany","2004","2004",133,,
"IN08CE","8.c. Other net provisions","ALL","All banks","DEU","Germany","2005","2005",-4097,,
"IN08CE","8.c. Other net provisions","ALL","All banks","DEU","Germany","2006","2006",437,,
"IN08CE","8.c. Other net provisions","ALL","All banks","DEU","Germany","2007","2007",-6034,,
"IN08CE","8.c. Other net provisions","ALL","All banks","DEU","Germany","2008","2008",8216,,
"IN08CE","8.c. Other net provisions","ALL","All banks","DEU","Germany","2009","2009",7288,,
"IN08CE","8.c. Other net provisions","ALL","All banks","IRL","Ireland","1999","1999",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","IRL","Ireland","2000","2000",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","IRL","Ireland","2001","2001",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","IRL","Ireland","2002","2002",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","IRL","Ireland","2003","2003",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","IRL","Ireland","2004","2004",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","IRL","Ireland","2005","2005",11.174,,
"IN08CE","8.c. Other net provisions","ALL","All banks","IRL","Ireland","2006","2006",-15,,
"IN08CE","8.c. Other net provisions","ALL","All banks","IRL","Ireland","2007","2007",-8,,
"IN08CE","8.c. Other net provisions","ALL","All banks","IRL","Ireland","2008","2008",3461.906,,
"IN08CE","8.c. Other net provisions","ALL","All banks","IRL","Ireland","2009","2009",9148.997,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ITA","Italy","1999","1999",-2542.9,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ITA","Italy","2000","2000",-356.45,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ITA","Italy","2001","2001",4538.9,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ITA","Italy","2002","2002",3113.3,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ITA","Italy","2003","2003",2001.5,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ITA","Italy","2004","2004",153.54,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ITA","Italy","2005","2005",1509,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ITA","Italy","2006","2006",672.58,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ITA","Italy","2007","2007",-2540.84,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ITA","Italy","2008","2008",3458.67,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ITA","Italy","2009","2009",2482.31,,
"IN08CE","8.c. Other net provisions","ALL","All banks","KOR","Korea","1999","1999",225000,,
"IN08CE","8.c. Other net provisions","ALL","All banks","KOR","Korea","2000","2000",572000,,
"IN08CE","8.c. Other net provisions","ALL","All banks","KOR","Korea","2001","2001",-278000,,
"IN08CE","8.c. Other net provisions","ALL","All banks","KOR","Korea","2002","2002",-53000,,
"IN08CE","8.c. Other net provisions","ALL","All banks","KOR","Korea","2003","2003",738000,,
"IN08CE","8.c. Other net provisions","ALL","All banks","KOR","Korea","2004","2004",492000,,
"IN08CE","8.c. Other net provisions","ALL","All banks","KOR","Korea","2005","2005",1423000,,
"IN08CE","8.c. Other net provisions","ALL","All banks","KOR","Korea","2006","2006",393949.148,,
"IN08CE","8.c. Other net provisions","ALL","All banks","KOR","Korea","2007","2007",379185.162,,
"IN08CE","8.c. Other net provisions","ALL","All banks","KOR","Korea","2008","2008",1044519,,
"IN08CE","8.c. Other net provisions","ALL","All banks","KOR","Korea","2009","2009",816512.373,,
"IN08CE","8.c. Other net provisions","ALL","All banks","MEX","Mexico","2000","2000",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","MEX","Mexico","2001","2001",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","MEX","Mexico","2002","2002",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","MEX","Mexico","2003","2003",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","MEX","Mexico","2004","2004",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","MEX","Mexico","2005","2005",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","MEX","Mexico","2006","2006",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","MEX","Mexico","2007","2007",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","MEX","Mexico","2008","2008",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","MEX","Mexico","2009","2009",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NLD","Netherlands","1999","1999",280.146,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NLD","Netherlands","2000","2000",236.984,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NLD","Netherlands","2001","2001",235.771,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NLD","Netherlands","2002","2002",145.179,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NLD","Netherlands","2003","2003",132.311,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NLD","Netherlands","2004","2004",121.767,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NLD","Netherlands","2005","2005",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NLD","Netherlands","2006","2006",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NLD","Netherlands","2007","2007",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NLD","Netherlands","2008","2008",4971,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NLD","Netherlands","2009","2009",3599,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NOR","Norway","1999","1999",-556,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NOR","Norway","2000","2000",-2691,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NOR","Norway","2001","2001",174,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NOR","Norway","2002","2002",-132,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NOR","Norway","2003","2003",-336,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NOR","Norway","2004","2004",-1891,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NOR","Norway","2005","2005",-753,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NOR","Norway","2006","2006",-1469,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NOR","Norway","2007","2007",-1748,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NOR","Norway","2008","2008",175,,
"IN08CE","8.c. Other net provisions","ALL","All banks","NOR","Norway","2009","2009",1460,,
"IN08CE","8.c. Other net provisions","ALL","All banks","POL","Poland","1999","1999",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","POL","Poland","2000","2000",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","POL","Poland","2001","2001",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","POL","Poland","2002","2002",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","POL","Poland","2003","2003",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","POL","Poland","2004","2004",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","POL","Poland","2005","2005",430.015,,
"IN08CE","8.c. Other net provisions","ALL","All banks","POL","Poland","2006","2006",330.888,,
"IN08CE","8.c. Other net provisions","ALL","All banks","POL","Poland","2007","2007",-30.459,,
