"ITEM","Item","BANK","Bank","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","1999","1999",22332.943,,
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","2000","2000",27412.702,,
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","2001","2001",26866.856,,
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","2002","2002",23521.58,,
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","2003","2003",20846,,
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","2004","2004",21219,,
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","2005","2005",23556,,
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","2006","2006",28802,,
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","2007","2007",37291,,
"IN01TE","1. Interest income","ALL","All banks","AUT","Austria","2008","2008",45735,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","1999","1999",52169.315,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2000","2000",68628.477,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2001","2001",61352.495,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2002","2002",59712.614,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2003","2003",49250.504,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2004","2004",58051.179,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2005","2005",53596.202,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2006","2006",53925.872,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2007","2007",69845.652,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2008","2008",75503.051,,
"IN01TE","1. Interest income","ALL","All banks","BEL","Belgium","2009","2009",40528.807,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","1999","1999",88904,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2000","2000",96254,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2001","2001",96765,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2002","2002",78095,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2003","2003",76359,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2004","2004",73850,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2005","2005",84542,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2006","2006",105184,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2007","2007",124648,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2008","2008",124454,,
"IN01TE","1. Interest income","ALL","All banks","CAN","Canada","2009","2009",102263,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","1999","1999",159957.09,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2000","2000",127066.58,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2001","2001",114017.93,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2002","2002",122762.685,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2003","2003",99602.837,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2004","2004",103104.584,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2005","2005",107143.629,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2006","2006",124114.384,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2007","2007",156436.218,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2008","2008",191917.03,,
"IN01TE","1. Interest income","ALL","All banks","CZE","Czech Republic","2009","2009",174605.596,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","1999","1999",74149,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2000","2000",93353,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2001","2001",98469,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2002","2002",84614.286,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2003","2003",76680.382,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2004","2004",77583.523,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2005","2005",96702.835,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2006","2006",121999.045,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2007","2007",170074.078,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2008","2008",204303.82,,
"IN01TE","1. Interest income","ALL","All banks","DNK","Denmark","2009","2009",145487.936,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","1999","1999",5280.19,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2000","2000",6466.199,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2001","2001",7196.204,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2002","2002",5924.178,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2003","2003",4974.45,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2004","2004",5081.886,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2005","2005",6335.291,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2006","2006",8611.672,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2007","2007",11655.541,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2008","2008",14543.319,,
"IN01TE","1. Interest income","ALL","All banks","FIN","Finland","2009","2009",8243.279,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","1999","1999",186953.26,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2000","2000",214092.69,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2001","2001",217574,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2002","2002",197574,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2003","2003",173607,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2004","2004",137585.329,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2005","2005",158715.81,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2006","2006",205176.033,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2007","2007",270374.981,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2008","2008",293674.051,,
"IN01TE","1. Interest income","ALL","All banks","FRA","France","2009","2009",203055.585,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","1999","1999",250171,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2000","2000",295127,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2001","2001",304001,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2002","2002",270067,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2003","2003",241314,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2004","2004",233579,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2005","2005",256932,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2006","2006",279105,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2007","2007",321070,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2008","2008",327959,,
"IN01TE","1. Interest income","ALL","All banks","DEU","Germany","2009","2009",232155,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","1999","1999",15760.5,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2000","2000",22059.8,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2001","2001",23944.6,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2002","2002",24450,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2003","2003",22831,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2004","2004",26441,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2005","2005",33097.812,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2006","2006",43912.314,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2007","2007",56061.147,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2008","2008",58665.975,,
"IN01TE","1. Interest income","ALL","All banks","IRL","Ireland","2009","2009",34454.159,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","1999","1999",73391,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2000","2000",89177,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2001","2001",100291,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2002","2002",90153,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2003","2003",83680,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2004","2004",82468,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2005","2005",89790,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2006","2006",106032.31,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2007","2007",138000.75,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2008","2008",161177.2,,
"IN01TE","1. Interest income","ALL","All banks","ITA","Italy","2009","2009",104013.7,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","1999","1999",18736600,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","2000","2000",16013300,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","2001","2001",14127200,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","2002","2002",12062300,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","2003","2003",10913300,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","2004","2004",10651764,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","2005","2005",11609289,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","2006","2006",13020426,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","2007","2007",14331640,,
"IN01TE","1. Interest income","ALL","All banks","JPN","Japan","2008","2008",13229463,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","1999","1999",44799000,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2000","2000",50878000,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2001","2001",46195000,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2002","2002",48413000,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2003","2003",52308000,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2004","2004",57194167.162,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2005","2005",57877990.72,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2006","2006",66188423.748,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2007","2007",78982450.79,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2008","2008",95380327,,
"IN01TE","1. Interest income","ALL","All banks","KOR","Korea","2009","2009",84843886.162,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","1999","1999",37539.01,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","2000","2000",51628,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","2001","2001",52790,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","2002","2002",43169.959,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","2003","2003",35134.804,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","2004","2004",30964.185,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","2005","2005",36248.923,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","2006","2006",49971.802,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","2007","2007",62452.171,,
"IN01TE","1. Interest income","ALL","All banks","LUX","Luxembourg","2008","2008",62483,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2000","2000",386383.959,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2001","2001",312171.531,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2002","2002",252761.059,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2003","2003",243032.205,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2004","2004",273840.869,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2005","2005",381763.73,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2006","2006",388646.796,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2007","2007",442914.031,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2008","2008",510663.907,,
"IN01TE","1. Interest income","ALL","All banks","MEX","Mexico","2009","2009",464555.573,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","1999","1999",82123.822,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2000","2000",99407.252,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2001","2001",99561.455,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2002","2002",87285.983,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2003","2003",82462.269,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2004","2004",85494.773,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2005","2005",126837.035,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2006","2006",151714,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2007","2007",179350,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2008","2008",189559,,
"IN01TE","1. Interest income","ALL","All banks","NLD","Netherlands","2009","2009",138401,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","1999","1999",9244,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2000","2000",11717.96,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2001","2001",12384.43,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2002","2002",12963.375,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2003","2003",13760.823,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2004","2004",15060.084,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2005","2005",18155.877,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2006","2006",21629.287,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2007","2007",25250.262,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2008","2008",29153.451,,
"IN01TE","1. Interest income","ALL","All banks","NZL","New Zealand","2009","2009",21202.892,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","1999","1999",80706,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2000","2000",94305,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2001","2001",112413,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2002","2002",110762,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2003","2003",97490,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2004","2004",78444,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2005","2005",78106,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2006","2006",108132,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2007","2007",155642,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2008","2008",208732,,
"IN01TE","1. Interest income","ALL","All banks","NOR","Norway","2009","2009",135717,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","1999","1999",36508,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2000","2000",53084,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2001","2001",51409,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2002","2002",36306,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2003","2003",27780,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2004","2004",30330.733,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2005","2005",34129.798,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2006","2006",35005.883,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2007","2007",43170.302,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2008","2008",58054.374,,
"IN01TE","1. Interest income","ALL","All banks","POL","Poland","2009","2009",55508.016,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","1999","1999",2490.992,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2000","2000",2402.812,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2001","2001",2034.045,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2002","2002",2110.798,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2003","2003",1941.509,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2004","2004",1928.938,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2005","2005",1809.648,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2006","2006",2264.835,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2007","2007",2698.105,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2008","2008",3103.796,,
"IN01TE","1. Interest income","ALL","All banks","SVK","Slovak Republic","2009","2009",2334.75,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","1999","1999",41442,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2000","2000",50419,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2001","2001",61765,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2002","2002",56950,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2003","2003",54341,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2004","2004",56242,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2005","2005",63570,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2006","2006",86962,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2007","2007",124850,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2008","2008",153688,,
"IN01TE","1. Interest income","ALL","All banks","ESP","Spain","2009","2009",110891,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","1999","1999",113133,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2000","2000",142250,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2001","2001",143227,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2002","2002",132283,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2003","2003",111146,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2004","2004",99267,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2005","2005",116359,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2006","2006",159966,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2007","2007",210432,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2008","2008",271986,,
"IN01TE","1. Interest income","ALL","All banks","SWE","Sweden","2009","2009",160896,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","1999","1999",66634,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2000","2000",93277,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2001","2001",90951,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2002","2002",68662,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2003","2003",62230,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2004","2004",62226,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2005","2005",83387,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2006","2006",114815,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2007","2007",147213,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2008","2008",114651,,
"IN01TE","1. Interest income","ALL","All banks","CHE","Switzerland","2009","2009",57071,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","1999","1999",473918.367,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2000","2000",546189.533,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2001","2001",521120.825,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2002","2002",459980.291,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2003","2003",429379.046,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2004","2004",440156.094,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2005","2005",550326.415,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2006","2006",689131.181,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2007","2007",769686.397,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2008","2008",659539.96,,
"IN01TE","1. Interest income","ALL","All banks","USA","United States","2009","2009",586014.087,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","1999","1999",3335095.867,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2000","2000",3951785.352,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2001","2001",3690454.053,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2002","2002",3540940.496,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2003","2003",2380237.404,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2004","2004",3002856.438,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2005","2005",3896205.744,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2006","2006",4558101.966,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2007","2007",6606266.05,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2008","2008",9201865,,
"IN01TE","1. Interest income","ALL","All banks","CHL","Chile","2009","2009",4809910,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","1999","1999",224.464,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2000","2000",239.301,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2001","2001",275.335,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2002","2002",271.851,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2003","2003",268.361,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2004","2004",296.858,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2005","2005",379.043,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2006","2006",596.945,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2007","2007",987.617,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2008","2008",1283.231,,
"IN01TE","1. Interest income","ALL","All banks","EST","Estonia","2009","2009",818.19,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2000","2000",49826.012,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2001","2001",68411.99,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2002","2002",43722.876,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2003","2003",32487,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2004","2004",44689.7,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2005","2005",62614.7,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2006","2006",34602.7,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2007","2007",37644.5,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2008","2008",41599.2,,
"IN01TE","1. Interest income","ALL","All banks","ISR","Israel","2009","2009",46719.5,,
"IN01TE","1. Interest income","ALL","All banks","RUS","Russia","2004","2004",527477.821,,
"IN01TE","1. Interest income","ALL","All banks","RUS","Russia","2005","2005",706659.863,,
"IN01TE","1. Interest income","ALL","All banks","RUS","Russia","2006","2006",977774.179,,
"IN01TE","1. Interest income","ALL","All banks","RUS","Russia","2007","2007",1418992.063,,
"IN01TE","1. Interest income","ALL","All banks","RUS","Russia","2008","2008",2191657.949,,
"IN01TE","1. Interest income","ALL","All banks","RUS","Russia","2009","2009",2761156.024,,
"IN01TE","1. Interest income","ALL","All banks","SVN","Slovenia","2002","2002",1518.614,,
"IN01TE","1. Interest income","ALL","All banks","SVN","Slovenia","2003","2003",1436.249,,
"IN01TE","1. Interest income","ALL","All banks","SVN","Slovenia","2004","2004",1256.59,,
"IN01TE","1. Interest income","ALL","All banks","SVN","Slovenia","2005","2005",1379.596,,
"IN01TE","1. Interest income","ALL","All banks","SVN","Slovenia","2006","2006",1629.965,,
"IN01TE","1. Interest income","ALL","All banks","SVN","Slovenia","2007","2007",2302.512,,
"IN01TE","1. Interest income","ALL","All banks","SVN","Slovenia","2008","2008",3072.365,,
"IN01TE","1. Interest income","ALL","All banks","SVN","Slovenia","2009","2009",2484.156,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","1999","1999",16116.727,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","2000","2000",20759.431,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","2001","2001",19922.095,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","2002","2002",16623.039,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","2003","2003",13955,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","2004","2004",14254,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","2005","2005",16667,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","2006","2006",21738,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","2007","2007",29900,,
"IN02TE","2. Interest expenses","ALL","All banks","AUT","Austria","2008","2008",37576,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","1999","1999",44173.56,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2000","2000",61103.295,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2001","2001",53476.881,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2002","2002",51630.233,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2003","2003",41026.011,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2004","2004",49574.744,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2005","2005",45272.724,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2006","2006",45829.12,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2007","2007",61899.496,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2008","2008",65903.335,,
"IN02TE","2. Interest expenses","ALL","All banks","BEL","Belgium","2009","2009",30510.147,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","1999","1999",58572,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2000","2000",65199,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2001","2001",61928,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2002","2002",39680,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2003","2003",37693,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2004","2004",34924,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2005","2005",45521,,
"IN02TE","2. Interest expenses","ALL","All banks","CAN","Canada","2006","2006",65216,,
